"Gender","LocationDesc","MeasureDesc","min_year","LocationAbbr","min_value","max_year","max_value","diff","Response","hover"
"Female","Pennsylvania","Quit Attempt",2001,"PA",60.4,2002,63,4.3,NA,"Pennsylvania <br> Year Range 2001 - 2002 <br> Value Change 60.4 to 63"
"Female","Pennsylvania","Want to Quit",2001,"PA",58.4,2002,55.4,-5.14,NA,"Pennsylvania <br> Year Range 2001 - 2002 <br> Value Change 58.4 to 55.4"
"Female","South Carolina","Quit Attempt",2005,"SC",47,2006,55.3,17.66,NA,"South Carolina <br> Year Range 2005 - 2006 <br> Value Change 47 to 55.3"
"Female","South Dakota","Quit Attempt",1999,"SD",67,2009,67.6,0.9,NA,"South Dakota <br> Year Range 1999 - 2009 <br> Value Change 67 to 67.6"
"Female","South Dakota","Want to Quit",1999,"SD",66,2009,68.3,3.48,NA,"South Dakota <br> Year Range 1999 - 2009 <br> Value Change 66 to 68.3"
"Female","Tennessee","Quit Attempt",1999,"TN",53.6,2004,56.3,5.04,NA,"Tennessee <br> Year Range 1999 - 2004 <br> Value Change 53.6 to 56.3"
"Female","Tennessee","Want to Quit",1999,"TN",60.7,2004,52.6,-13.34,NA,"Tennessee <br> Year Range 1999 - 2004 <br> Value Change 60.7 to 52.6"
"Female","West Virginia","Quit Attempt",2000,"WV",61.1,2013,71.4,16.86,NA,"West Virginia <br> Year Range 2000 - 2013 <br> Value Change 61.1 to 71.4"
"Female","West Virginia","Want to Quit",2000,"WV",48.1,2013,47.1,-2.08,NA,"West Virginia <br> Year Range 2000 - 2013 <br> Value Change 48.1 to 47.1"
"Female","Wisconsin","Quit Attempt",2000,"WI",58.7,2006,60.6,3.24,NA,"Wisconsin <br> Year Range 2000 - 2006 <br> Value Change 58.7 to 60.6"
"Female","Wisconsin","Want to Quit",2000,"WI",47.6,2000,47.6,0,NA,"Wisconsin <br> Year Range 2000 - 2000 <br> Value Change 47.6 to 47.6"
"Male","Alabama","Quit Attempt",2000,"AL",60.1,2012,66.4,10.48,NA,"Alabama <br> Year Range 2000 - 2012 <br> Value Change 60.1 to 66.4"
"Male","Alabama","Want to Quit",2000,"AL",56.3,2008,55.6,-1.24,NA,"Alabama <br> Year Range 2000 - 2008 <br> Value Change 56.3 to 55.6"
"Male","Arizona","Quit Attempt",2000,"AZ",59.8,2011,53.6,-10.37,NA,"Arizona <br> Year Range 2000 - 2011 <br> Value Change 59.8 to 53.6"
"Male","Arizona","Want to Quit",2000,"AZ",60.4,2011,43.2,-28.48,NA,"Arizona <br> Year Range 2000 - 2011 <br> Value Change 60.4 to 43.2"
"Male","Arkansas","Quit Attempt",2000,"AR",52.4,2007,61.9,18.13,NA,"Arkansas <br> Year Range 2000 - 2007 <br> Value Change 52.4 to 61.9"
"Male","Arkansas","Want to Quit",2000,"AR",55.9,2010,46.2,-17.35,NA,"Arkansas <br> Year Range 2000 - 2010 <br> Value Change 55.9 to 46.2"
"Male","Connecticut","Quit Attempt",2000,"CT",49.2,2005,55.1,11.99,NA,"Connecticut <br> Year Range 2000 - 2005 <br> Value Change 49.2 to 55.1"
"Male","Connecticut","Want to Quit",2000,"CT",52.3,2000,52.3,0,NA,"Connecticut <br> Year Range 2000 - 2000 <br> Value Change 52.3 to 52.3"
"Male","Delaware","Quit Attempt",2000,"DE",57.4,2004,47.2,-17.77,NA,"Delaware <br> Year Range 2000 - 2004 <br> Value Change 57.4 to 47.2"
"Male","Delaware","Want to Quit",2000,"DE",60.5,2010,44.6,-26.28,NA,"Delaware <br> Year Range 2000 - 2010 <br> Value Change 60.5 to 44.6"
"Male","Georgia","Quit Attempt",1999,"GA",47.3,2011,52.2,10.36,NA,"Georgia <br> Year Range 1999 - 2011 <br> Value Change 47.3 to 52.2"
"Male","Georgia","Want to Quit",1999,"GA",45.8,2011,31.7,-30.79,NA,"Georgia <br> Year Range 1999 - 2011 <br> Value Change 45.8 to 31.7"
"Male","Hawaii","Quit Attempt",2003,"HI",55.1,2003,55.1,0,NA,"Hawaii <br> Year Range 2003 - 2003 <br> Value Change 55.1 to 55.1"
"Male","Hawaii","Want to Quit",2003,"HI",54.7,2003,54.7,0,NA,"Hawaii <br> Year Range 2003 - 2003 <br> Value Change 54.7 to 54.7"
"Male","Illinois","Quit Attempt",2005,"IL",44.5,2006,28.6,-35.73,NA,"Illinois <br> Year Range 2005 - 2006 <br> Value Change 44.5 to 28.6"
"Male","Indiana","Quit Attempt",2000,"IN",48.3,2000,48.3,0,NA,"Indiana <br> Year Range 2000 - 2000 <br> Value Change 48.3 to 48.3"
"Male","Indiana","Want to Quit",2000,"IN",55.7,2010,46.5,-16.52,NA,"Indiana <br> Year Range 2000 - 2010 <br> Value Change 55.7 to 46.5"
"Male","Iowa","Quit Attempt",2000,"IA",51.1,2004,63.7,24.66,NA,"Iowa <br> Year Range 2000 - 2004 <br> Value Change 51.1 to 63.7"
"Male","Iowa","Want to Quit",2000,"IA",46,2000,46,0,NA,"Iowa <br> Year Range 2000 - 2000 <br> Value Change 46 to 46"
"Male","Kansas","Quit Attempt",1999,"KS",45.4,2000,51.4,13.22,NA,"Kansas <br> Year Range 1999 - 2000 <br> Value Change 45.4 to 51.4"
"Male","Kansas","Want to Quit",1999,"KS",36.3,1999,36.3,0,NA,"Kansas <br> Year Range 1999 - 1999 <br> Value Change 36.3 to 36.3"
"Male","Kentucky","Quit Attempt",2000,"KY",49.6,2010,51.3,3.43,NA,"Kentucky <br> Year Range 2000 - 2010 <br> Value Change 49.6 to 51.3"
"Male","Kentucky","Want to Quit",2000,"KY",55.1,2010,42.2,-23.41,NA,"Kentucky <br> Year Range 2000 - 2010 <br> Value Change 55.1 to 42.2"
"Male","Louisiana","Quit Attempt",2001,"LA",51.7,2013,65,25.73,NA,"Louisiana <br> Year Range 2001 - 2013 <br> Value Change 51.7 to 65"
"Male","Louisiana","Want to Quit",2001,"LA",51.9,2013,34.5,-33.53,NA,"Louisiana <br> Year Range 2001 - 2013 <br> Value Change 51.9 to 34.5"
"Male","Minnesota","Quit Attempt",2000,"MN",54.7,2002,60.6,10.79,NA,"Minnesota <br> Year Range 2000 - 2002 <br> Value Change 54.7 to 60.6"
"Male","Minnesota","Want to Quit",2000,"MN",52.1,2002,61.9,18.81,NA,"Minnesota <br> Year Range 2000 - 2002 <br> Value Change 52.1 to 61.9"
"Male","Mississippi","Quit Attempt",2000,"MS",53.9,2009,40.9,-24.12,NA,"Mississippi <br> Year Range 2000 - 2009 <br> Value Change 53.9 to 40.9"
"Male","Mississippi","Want to Quit",2000,"MS",56.1,2009,51.7,-7.84,NA,"Mississippi <br> Year Range 2000 - 2009 <br> Value Change 56.1 to 51.7"
"Male","Missouri","Quit Attempt",1999,"MO",58.8,2005,58.2,-1.02,NA,"Missouri <br> Year Range 1999 - 2005 <br> Value Change 58.8 to 58.2"
"Male","Missouri","Want to Quit",2003,"MO",40.8,2005,49.4,21.08,NA,"Missouri <br> Year Range 2003 - 2005 <br> Value Change 40.8 to 49.4"
"Male","Nebraska","Quit Attempt",1999,"NE",53.9,2006,41.6,-22.82,NA,"Nebraska <br> Year Range 1999 - 2006 <br> Value Change 53.9 to 41.6"
"Male","Nebraska","Want to Quit",1999,"NE",48.5,2006,26,-46.39,NA,"Nebraska <br> Year Range 1999 - 2006 <br> Value Change 48.5 to 26"
"Male","New Hampshire","Quit Attempt",2000,"NH",48.9,2000,48.9,0,NA,"New Hampshire <br> Year Range 2000 - 2000 <br> Value Change 48.9 to 48.9"
"Male","New Hampshire","Want to Quit",2000,"NH",53.6,2000,53.6,0,NA,"New Hampshire <br> Year Range 2000 - 2000 <br> Value Change 53.6 to 53.6"
"Male","New Jersey","Quit Attempt",1999,"NJ",53,2001,55.9,5.47,NA,"New Jersey <br> Year Range 1999 - 2001 <br> Value Change 53 to 55.9"
"Male","New Jersey","Want to Quit",1999,"NJ",49.2,2006,43.8,-10.98,NA,"New Jersey <br> Year Range 1999 - 2006 <br> Value Change 49.2 to 43.8"
"Male","North Carolina","Quit Attempt",1999,"NC",52.9,2009,62.7,18.53,NA,"North Carolina <br> Year Range 1999 - 2009 <br> Value Change 52.9 to 62.7"
"Male","North Carolina","Want to Quit",1999,"NC",52.7,2009,51,-3.23,NA,"North Carolina <br> Year Range 1999 - 2009 <br> Value Change 52.7 to 51"
"Male","North Dakota","Quit Attempt",2003,"ND",32.3,2007,55.9,73.07,NA,"North Dakota <br> Year Range 2003 - 2007 <br> Value Change 32.3 to 55.9"
"Male","North Dakota","Want to Quit",2003,"ND",51.2,2003,51.2,0,NA,"North Dakota <br> Year Range 2003 - 2003 <br> Value Change 51.2 to 51.2"
"Male","Ohio","Quit Attempt",2000,"OH",54.4,2004,46.9,-13.79,NA,"Ohio <br> Year Range 2000 - 2004 <br> Value Change 54.4 to 46.9"
"Male","Ohio","Want to Quit",2000,"OH",59.5,2004,53.4,-10.25,NA,"Ohio <br> Year Range 2000 - 2004 <br> Value Change 59.5 to 53.4"
"Male","Oklahoma","Quit Attempt",1999,"OK",51.8,2013,57.2,10.42,NA,"Oklahoma <br> Year Range 1999 - 2013 <br> Value Change 51.8 to 57.2"
"Male","Oklahoma","Want to Quit",1999,"OK",54.9,2013,33.5,-38.98,NA,"Oklahoma <br> Year Range 1999 - 2013 <br> Value Change 54.9 to 33.5"
"Male","Pennsylvania","Quit Attempt",2001,"PA",57.2,2002,54,-5.59,NA,"Pennsylvania <br> Year Range 2001 - 2002 <br> Value Change 57.2 to 54"
"Male","Pennsylvania","Want to Quit",2001,"PA",63.1,2002,55.4,-12.2,NA,"Pennsylvania <br> Year Range 2001 - 2002 <br> Value Change 63.1 to 55.4"
"Male","South Carolina","Quit Attempt",2005,"SC",42.6,2006,55.5,30.28,NA,"South Carolina <br> Year Range 2005 - 2006 <br> Value Change 42.6 to 55.5"
"Male","South Carolina","Want to Quit",2005,"SC",34.6,2006,51.3,48.27,NA,"South Carolina <br> Year Range 2005 - 2006 <br> Value Change 34.6 to 51.3"
"Male","South Dakota","Quit Attempt",1999,"SD",54,2009,50.5,-6.48,NA,"South Dakota <br> Year Range 1999 - 2009 <br> Value Change 54 to 50.5"
"Male","South Dakota","Want to Quit",1999,"SD",64,2009,46.1,-27.97,NA,"South Dakota <br> Year Range 1999 - 2009 <br> Value Change 64 to 46.1"
"Male","Tennessee","Quit Attempt",1999,"TN",52.8,2004,53.8,1.89,NA,"Tennessee <br> Year Range 1999 - 2004 <br> Value Change 52.8 to 53.8"
"Male","Tennessee","Want to Quit",1999,"TN",52.3,2004,45.5,-13,NA,"Tennessee <br> Year Range 1999 - 2004 <br> Value Change 52.3 to 45.5"
"Male","West Virginia","Quit Attempt",2000,"WV",58.9,2013,76.3,29.54,NA,"West Virginia <br> Year Range 2000 - 2013 <br> Value Change 58.9 to 76.3"
"Male","West Virginia","Want to Quit",2000,"WV",58.5,2013,42.3,-27.69,NA,"West Virginia <br> Year Range 2000 - 2013 <br> Value Change 58.5 to 42.3"
"Male","Wisconsin","Quit Attempt",2000,"WI",49.5,2004,52.1,5.25,NA,"Wisconsin <br> Year Range 2000 - 2004 <br> Value Change 49.5 to 52.1"
"Male","Wisconsin","Want to Quit",2000,"WI",48.7,2000,48.7,0,NA,"Wisconsin <br> Year Range 2000 - 2000 <br> Value Change 48.7 to 48.7"
"Overall","Alabama","Quit Attempt",2000,"AL",58.2,2016,68.9,18.38,NA,"Alabama <br> Year Range 2000 - 2016 <br> Value Change 58.2 to 68.9"
"Overall","Alabama","Want to Quit",2000,"AL",54.9,2016,34.8,-36.61,NA,"Alabama <br> Year Range 2000 - 2016 <br> Value Change 54.9 to 34.8"
"Overall","Arizona","Quit Attempt",2000,"AZ",57,2011,46.8,-17.89,NA,"Arizona <br> Year Range 2000 - 2011 <br> Value Change 57 to 46.8"
"Overall","Arizona","Want to Quit",2000,"AZ",58.4,2011,38.9,-33.39,NA,"Arizona <br> Year Range 2000 - 2011 <br> Value Change 58.4 to 38.9"
"Overall","Arkansas","Quit Attempt",2000,"AR",56.2,2007,63.7,13.35,NA,"Arkansas <br> Year Range 2000 - 2007 <br> Value Change 56.2 to 63.7"
"Overall","Arkansas","Want to Quit",2000,"AR",59.3,2010,41.4,-30.19,NA,"Arkansas <br> Year Range 2000 - 2010 <br> Value Change 59.3 to 41.4"
"Overall","Connecticut","Quit Attempt",2000,"CT",50.3,2011,0,-100,NA,"Connecticut <br> Year Range 2000 - 2011 <br> Value Change 50.3 to 0"
"Overall","Connecticut","Want to Quit",2000,"CT",53.2,2011,41.2,-22.56,NA,"Connecticut <br> Year Range 2000 - 2011 <br> Value Change 53.2 to 41.2"
"Overall","Delaware","Quit Attempt",2000,"DE",60.1,2004,49.1,-18.3,NA,"Delaware <br> Year Range 2000 - 2004 <br> Value Change 60.1 to 49.1"
"Overall","Delaware","Want to Quit",2000,"DE",63.1,2014,35.7,-43.42,NA,"Delaware <br> Year Range 2000 - 2014 <br> Value Change 63.1 to 35.7"
"Overall","Georgia","Quit Attempt",1999,"GA",51.9,2013,59.5,14.64,NA,"Georgia <br> Year Range 1999 - 2013 <br> Value Change 51.9 to 59.5"
"Overall","Georgia","Want to Quit",1999,"GA",52.1,2013,45.1,-13.44,NA,"Georgia <br> Year Range 1999 - 2013 <br> Value Change 52.1 to 45.1"
"Overall","Hawaii","Quit Attempt",2003,"HI",63.1,2015,70.7,12.04,NA,"Hawaii <br> Year Range 2003 - 2015 <br> Value Change 63.1 to 70.7"
"Overall","Hawaii","Want to Quit",2003,"HI",62.6,2017,61.3,-2.08,NA,"Hawaii <br> Year Range 2003 - 2017 <br> Value Change 62.6 to 61.3"
"Overall","Illinois","Quit Attempt",2002,"IL",47.5,2006,31.7,-33.26,NA,"Illinois <br> Year Range 2002 - 2006 <br> Value Change 47.5 to 31.7"
"Overall","Illinois","Want to Quit",2002,"IL",46.3,2010,47.8,3.24,NA,"Illinois <br> Year Range 2002 - 2010 <br> Value Change 46.3 to 47.8"
"Overall","Indiana","Quit Attempt",2000,"IN",51.8,2013,68.3,31.85,NA,"Indiana <br> Year Range 2000 - 2013 <br> Value Change 51.8 to 68.3"
"Overall","Indiana","Want to Quit",2000,"IN",55.2,2013,38.6,-30.07,NA,"Indiana <br> Year Range 2000 - 2013 <br> Value Change 55.2 to 38.6"
"Overall","Iowa","Quit Attempt",2000,"IA",54.9,2006,51.7,-5.83,NA,"Iowa <br> Year Range 2000 - 2006 <br> Value Change 54.9 to 51.7"
"Overall","Iowa","Want to Quit",2000,"IA",46.4,2006,57.5,23.92,NA,"Iowa <br> Year Range 2000 - 2006 <br> Value Change 46.4 to 57.5"
"Overall","Kansas","Quit Attempt",1999,"KS",48.6,2002,48.4,-0.41,NA,"Kansas <br> Year Range 1999 - 2002 <br> Value Change 48.6 to 48.4"
"Overall","Kansas","Want to Quit",1999,"KS",39.3,2002,49,24.68,NA,"Kansas <br> Year Range 1999 - 2002 <br> Value Change 39.3 to 49"
"Overall","Kentucky","Quit Attempt",2000,"KY",55.3,2010,53.4,-3.44,NA,"Kentucky <br> Year Range 2000 - 2010 <br> Value Change 55.3 to 53.4"
"Overall","Kentucky","Want to Quit",2000,"KY",57.7,2010,43.4,-24.78,NA,"Kentucky <br> Year Range 2000 - 2010 <br> Value Change 57.7 to 43.4"
"Overall","Louisiana","Quit Attempt",2001,"LA",52.6,2015,75.3,43.16,NA,"Louisiana <br> Year Range 2001 - 2015 <br> Value Change 52.6 to 75.3"
"Overall","Louisiana","Want to Quit",2001,"LA",53.8,2015,38.3,-28.81,NA,"Louisiana <br> Year Range 2001 - 2015 <br> Value Change 53.8 to 38.3"
"Overall","Minnesota","Quit Attempt",2000,"MN",61.2,2002,61,-0.33,NA,"Minnesota <br> Year Range 2000 - 2002 <br> Value Change 61.2 to 61"
"Overall","Minnesota","Want to Quit",2000,"MN",55.7,2008,45.5,-18.31,NA,"Minnesota <br> Year Range 2000 - 2008 <br> Value Change 55.7 to 45.5"
"Overall","Mississippi","Quit Attempt",2000,"MS",57.7,2016,80.3,39.17,NA,"Mississippi <br> Year Range 2000 - 2016 <br> Value Change 57.7 to 80.3"
"Overall","Mississippi","Want to Quit",2000,"MS",58.4,2013,43.7,-25.17,NA,"Mississippi <br> Year Range 2000 - 2013 <br> Value Change 58.4 to 43.7"
"Overall","Missouri","Quit Attempt",1999,"MO",60.1,2017,49.6,-17.47,NA,"Missouri <br> Year Range 1999 - 2017 <br> Value Change 60.1 to 49.6"
"Overall","Missouri","Want to Quit",2003,"MO",43.1,2013,43.1,0,NA,"Missouri <br> Year Range 2003 - 2013 <br> Value Change 43.1 to 43.1"
"Overall","Nebraska","Quit Attempt",1999,"NE",55.3,2006,49.3,-10.85,NA,"Nebraska <br> Year Range 1999 - 2006 <br> Value Change 55.3 to 49.3"
"Overall","Nebraska","Want to Quit",1999,"NE",52.6,2006,40.5,-23,NA,"Nebraska <br> Year Range 1999 - 2006 <br> Value Change 52.6 to 40.5"
"Overall","New Hampshire","Quit Attempt",2000,"NH",51.7,2001,59.6,15.28,NA,"New Hampshire <br> Year Range 2000 - 2001 <br> Value Change 51.7 to 59.6"
"Overall","New Hampshire","Want to Quit",2000,"NH",46.9,2001,51.8,10.45,NA,"New Hampshire <br> Year Range 2000 - 2001 <br> Value Change 46.9 to 51.8"
"Overall","New Jersey","Quit Attempt",1999,"NJ",51.2,2004,47.8,-6.64,NA,"New Jersey <br> Year Range 1999 - 2004 <br> Value Change 51.2 to 47.8"
"Overall","New Jersey","Want to Quit",1999,"NJ",49.4,2008,51.5,4.25,NA,"New Jersey <br> Year Range 1999 - 2008 <br> Value Change 49.4 to 51.5"
"Overall","North Carolina","Quit Attempt",1999,"NC",56,2015,81.9,46.25,NA,"North Carolina <br> Year Range 1999 - 2015 <br> Value Change 56 to 81.9"
"Overall","North Carolina","Want to Quit",1999,"NC",53.4,2015,45.2,-15.36,NA,"North Carolina <br> Year Range 1999 - 2015 <br> Value Change 53.4 to 45.2"
"Overall","North Dakota","Quit Attempt",2003,"ND",49.5,2015,66.2,33.74,NA,"North Dakota <br> Year Range 2003 - 2015 <br> Value Change 49.5 to 66.2"
"Overall","North Dakota","Want to Quit",2003,"ND",45.3,2015,39.8,-12.14,NA,"North Dakota <br> Year Range 2003 - 2015 <br> Value Change 45.3 to 39.8"
"Overall","Ohio","Quit Attempt",2000,"OH",55.6,2010,35,-37.05,NA,"Ohio <br> Year Range 2000 - 2010 <br> Value Change 55.6 to 35"
"Overall","Ohio","Want to Quit",2000,"OH",56.8,2008,44.2,-22.18,NA,"Ohio <br> Year Range 2000 - 2008 <br> Value Change 56.8 to 44.2"
"Overall","Oklahoma","Quit Attempt",1999,"OK",56.9,2016,72.2,26.89,NA,"Oklahoma <br> Year Range 1999 - 2016 <br> Value Change 56.9 to 72.2"
"Overall","Oklahoma","Want to Quit",1999,"OK",56.2,2016,46.7,-16.9,NA,"Oklahoma <br> Year Range 1999 - 2016 <br> Value Change 56.2 to 46.7"
"Overall","Pennsylvania","Quit Attempt",2001,"PA",58.7,2008,41.7,-28.96,NA,"Pennsylvania <br> Year Range 2001 - 2008 <br> Value Change 58.7 to 41.7"
"Overall","Pennsylvania","Want to Quit",2001,"PA",61,2010,58.9,-3.44,NA,"Pennsylvania <br> Year Range 2001 - 2010 <br> Value Change 61 to 58.9"
"Overall","South Carolina","Quit Attempt",2005,"SC",44.7,2013,75,67.79,NA,"South Carolina <br> Year Range 2005 - 2013 <br> Value Change 44.7 to 75"
"Overall","South Carolina","Want to Quit",2005,"SC",38.6,2013,44.1,14.25,NA,"South Carolina <br> Year Range 2005 - 2013 <br> Value Change 38.6 to 44.1"
"Overall","South Dakota","Quit Attempt",1999,"SD",58.9,2016,80.2,36.16,NA,"South Dakota <br> Year Range 1999 - 2016 <br> Value Change 58.9 to 80.2"
"Overall","South Dakota","Want to Quit",1999,"SD",64.6,2016,59.8,-7.43,NA,"South Dakota <br> Year Range 1999 - 2016 <br> Value Change 64.6 to 59.8"
"Overall","Tennessee","Quit Attempt",1999,"TN",53.6,2004,55,2.61,NA,"Tennessee <br> Year Range 1999 - 2004 <br> Value Change 53.6 to 55"
