"Gender","LocationDesc","MeasureDesc","min_year","LocationAbbr","min_value","max_year","max_value","diff","Response","hover"
"Female","Pennsylvania","Want to Quit",2001,"PA",60.2,2015,49.8,-17.28,NA,"Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 60.2 to 49.8"
"Female","South Carolina","Quit Attempt",2005,"SC",56.7,2017,62,9.35,NA,"South Carolina <br> Year Range 2005 - 2017 <br> Value Change 56.7 to 62"
"Female","South Carolina","Want to Quit",2005,"SC",44.9,2017,37.6,-16.26,NA,"South Carolina <br> Year Range 2005 - 2017 <br> Value Change 44.9 to 37.6"
"Female","South Dakota","Quit Attempt",2000,"SD",65.2,2003,56.4,-13.5,NA,"South Dakota <br> Year Range 2000 - 2003 <br> Value Change 65.2 to 56.4"
"Female","South Dakota","Want to Quit",2000,"SD",55.9,2003,59.3,6.08,NA,"South Dakota <br> Year Range 2000 - 2003 <br> Value Change 55.9 to 59.3"
"Female","Tennessee","Quit Attempt",1999,"TN",52.7,2002,59.8,13.47,NA,"Tennessee <br> Year Range 1999 - 2002 <br> Value Change 52.7 to 59.8"
"Female","Tennessee","Want to Quit",1999,"TN",48.6,2002,55.7,14.61,NA,"Tennessee <br> Year Range 1999 - 2002 <br> Value Change 48.6 to 55.7"
"Female","West Virginia","Quit Attempt",2000,"WV",60.9,2017,73.6,20.85,NA,"West Virginia <br> Year Range 2000 - 2017 <br> Value Change 60.9 to 73.6"
"Female","West Virginia","Want to Quit",2000,"WV",58.1,2015,39.1,-32.7,NA,"West Virginia <br> Year Range 2000 - 2015 <br> Value Change 58.1 to 39.1"
"Female","Wisconsin","Quit Attempt",2000,"WI",60.2,2012,55.7,-7.48,NA,"Wisconsin <br> Year Range 2000 - 2012 <br> Value Change 60.2 to 55.7"
"Female","Wisconsin","Want to Quit",2000,"WI",60.1,2012,41,-31.78,NA,"Wisconsin <br> Year Range 2000 - 2012 <br> Value Change 60.1 to 41"
"Male","Alabama","Quit Attempt",2000,"AL",55.3,2016,56,1.27,NA,"Alabama <br> Year Range 2000 - 2016 <br> Value Change 55.3 to 56"
"Male","Alabama","Want to Quit",2000,"AL",60.9,2016,19.4,-68.14,NA,"Alabama <br> Year Range 2000 - 2016 <br> Value Change 60.9 to 19.4"
"Male","Arizona","Quit Attempt",2003,"AZ",44.7,2007,52.2,16.78,NA,"Arizona <br> Year Range 2003 - 2007 <br> Value Change 44.7 to 52.2"
"Male","Arizona","Want to Quit",2003,"AZ",48.4,2007,55.4,14.46,NA,"Arizona <br> Year Range 2003 - 2007 <br> Value Change 48.4 to 55.4"
"Male","Arkansas","Quit Attempt",2000,"AR",58.4,2007,46.1,-21.06,NA,"Arkansas <br> Year Range 2000 - 2007 <br> Value Change 58.4 to 46.1"
"Male","Arkansas","Want to Quit",2000,"AR",60.4,2010,48.7,-19.37,NA,"Arkansas <br> Year Range 2000 - 2010 <br> Value Change 60.4 to 48.7"
"Male","Connecticut","Quit Attempt",2000,"CT",48.7,2015,69.5,42.71,NA,"Connecticut <br> Year Range 2000 - 2015 <br> Value Change 48.7 to 69.5"
"Male","Connecticut","Want to Quit",2000,"CT",60.1,2013,41.9,-30.28,NA,"Connecticut <br> Year Range 2000 - 2013 <br> Value Change 60.1 to 41.9"
"Male","Delaware","Quit Attempt",2000,"DE",55.8,2004,41.9,-24.91,NA,"Delaware <br> Year Range 2000 - 2004 <br> Value Change 55.8 to 41.9"
"Male","Delaware","Want to Quit",2000,"DE",59.5,2016,48.1,-19.16,NA,"Delaware <br> Year Range 2000 - 2016 <br> Value Change 59.5 to 48.1"
"Male","Georgia","Quit Attempt",2001,"GA",50.3,2017,65.5,30.22,NA,"Georgia <br> Year Range 2001 - 2017 <br> Value Change 50.3 to 65.5"
"Male","Georgia","Want to Quit",2005,"GA",51.2,2015,50.5,-1.37,NA,"Georgia <br> Year Range 2005 - 2015 <br> Value Change 51.2 to 50.5"
"Male","Hawaii","Quit Attempt",2000,"HI",66.4,2017,61.4,-7.53,NA,"Hawaii <br> Year Range 2000 - 2017 <br> Value Change 66.4 to 61.4"
"Male","Hawaii","Want to Quit",2000,"HI",71.2,2009,57.8,-18.82,NA,"Hawaii <br> Year Range 2000 - 2009 <br> Value Change 71.2 to 57.8"
"Male","Illinois","Quit Attempt",2002,"IL",51.8,2015,50.2,-3.09,NA,"Illinois <br> Year Range 2002 - 2015 <br> Value Change 51.8 to 50.2"
"Male","Illinois","Want to Quit",2002,"IL",47.6,2015,44.2,-7.14,NA,"Illinois <br> Year Range 2002 - 2015 <br> Value Change 47.6 to 44.2"
"Male","Indiana","Quit Attempt",2000,"IN",48.4,2013,60.2,24.38,NA,"Indiana <br> Year Range 2000 - 2013 <br> Value Change 48.4 to 60.2"
"Male","Indiana","Want to Quit",2000,"IN",55.3,2013,47.4,-14.29,NA,"Indiana <br> Year Range 2000 - 2013 <br> Value Change 55.3 to 47.4"
"Male","Iowa","Quit Attempt",2000,"IA",56,2006,46.1,-17.68,NA,"Iowa <br> Year Range 2000 - 2006 <br> Value Change 56 to 46.1"
"Male","Iowa","Want to Quit",2000,"IA",51.3,2009,47.6,-7.21,NA,"Iowa <br> Year Range 2000 - 2009 <br> Value Change 51.3 to 47.6"
"Male","Kansas","Quit Attempt",2000,"KS",50.8,2009,34.9,-31.3,NA,"Kansas <br> Year Range 2000 - 2009 <br> Value Change 50.8 to 34.9"
"Male","Kansas","Want to Quit",2000,"KS",40.7,2009,36.1,-11.3,NA,"Kansas <br> Year Range 2000 - 2009 <br> Value Change 40.7 to 36.1"
"Male","Kentucky","Quit Attempt",2000,"KY",55.5,2010,52.9,-4.68,NA,"Kentucky <br> Year Range 2000 - 2010 <br> Value Change 55.5 to 52.9"
"Male","Kentucky","Want to Quit",2000,"KY",51.6,2010,44,-14.73,NA,"Kentucky <br> Year Range 2000 - 2010 <br> Value Change 51.6 to 44"
"Male","Louisiana","Quit Attempt",2008,"LA",47.5,2013,62.4,31.37,NA,"Louisiana <br> Year Range 2008 - 2013 <br> Value Change 47.5 to 62.4"
"Male","Louisiana","Want to Quit",2008,"LA",48.6,2013,50.1,3.09,NA,"Louisiana <br> Year Range 2008 - 2013 <br> Value Change 48.6 to 50.1"
"Male","Minnesota","Quit Attempt",2000,"MN",57.3,2014,54,-5.76,NA,"Minnesota <br> Year Range 2000 - 2014 <br> Value Change 57.3 to 54"
"Male","Minnesota","Want to Quit",2000,"MN",57.9,2014,38.6,-33.33,NA,"Minnesota <br> Year Range 2000 - 2014 <br> Value Change 57.9 to 38.6"
"Male","Mississippi","Quit Attempt",1999,"MS",59.1,2016,70.7,19.63,NA,"Mississippi <br> Year Range 1999 - 2016 <br> Value Change 59.1 to 70.7"
"Male","Mississippi","Want to Quit",2000,"MS",62.9,2016,46,-26.87,NA,"Mississippi <br> Year Range 2000 - 2016 <br> Value Change 62.9 to 46"
"Male","Missouri","Quit Attempt",2003,"MO",52.6,2007,53.7,2.09,NA,"Missouri <br> Year Range 2003 - 2007 <br> Value Change 52.6 to 53.7"
"Male","Missouri","Want to Quit",2003,"MO",53.8,2011,45.4,-15.61,NA,"Missouri <br> Year Range 2003 - 2011 <br> Value Change 53.8 to 45.4"
"Male","Nebraska","Quit Attempt",2000,"NE",52.2,2017,71.7,37.36,NA,"Nebraska <br> Year Range 2000 - 2017 <br> Value Change 52.2 to 71.7"
"Male","Nebraska","Want to Quit",2000,"NE",48.9,2017,49.3,0.82,NA,"Nebraska <br> Year Range 2000 - 2017 <br> Value Change 48.9 to 49.3"
"Male","New Hampshire","Quit Attempt",2001,"NH",57.4,2011,45.9,-20.03,NA,"New Hampshire <br> Year Range 2001 - 2011 <br> Value Change 57.4 to 45.9"
"Male","New Hampshire","Want to Quit",2001,"NH",52.1,2011,40.1,-23.03,NA,"New Hampshire <br> Year Range 2001 - 2011 <br> Value Change 52.1 to 40.1"
"Male","New Jersey","Quit Attempt",1999,"NJ",46.9,2017,55.6,18.55,NA,"New Jersey <br> Year Range 1999 - 2017 <br> Value Change 46.9 to 55.6"
"Male","New Jersey","Want to Quit",1999,"NJ",56.5,2017,36.7,-35.04,NA,"New Jersey <br> Year Range 1999 - 2017 <br> Value Change 56.5 to 36.7"
"Male","North Carolina","Quit Attempt",1999,"NC",42.5,2015,57.4,35.06,NA,"North Carolina <br> Year Range 1999 - 2015 <br> Value Change 42.5 to 57.4"
"Male","North Carolina","Want to Quit",1999,"NC",49.9,2015,37.5,-24.85,NA,"North Carolina <br> Year Range 1999 - 2015 <br> Value Change 49.9 to 37.5"
"Male","North Dakota","Quit Attempt",2003,"ND",55,2017,59.7,8.55,NA,"North Dakota <br> Year Range 2003 - 2017 <br> Value Change 55 to 59.7"
"Male","North Dakota","Want to Quit",2003,"ND",53.7,2017,52.4,-2.42,NA,"North Dakota <br> Year Range 2003 - 2017 <br> Value Change 53.7 to 52.4"
"Male","Ohio","Quit Attempt",2000,"OH",48.8,2002,57.8,18.44,NA,"Ohio <br> Year Range 2000 - 2002 <br> Value Change 48.8 to 57.8"
"Male","Ohio","Want to Quit",2000,"OH",53.6,2008,50.5,-5.78,NA,"Ohio <br> Year Range 2000 - 2008 <br> Value Change 53.6 to 50.5"
"Male","Oklahoma","Quit Attempt",1999,"OK",50.3,2005,43.2,-14.12,NA,"Oklahoma <br> Year Range 1999 - 2005 <br> Value Change 50.3 to 43.2"
"Male","Oklahoma","Want to Quit",1999,"OK",51.4,2011,40.6,-21.01,NA,"Oklahoma <br> Year Range 1999 - 2011 <br> Value Change 51.4 to 40.6"
"Male","Pennsylvania","Quit Attempt",2001,"PA",55.3,2015,61.4,11.03,NA,"Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 55.3 to 61.4"
"Male","Pennsylvania","Want to Quit",2001,"PA",59.6,2015,48.5,-18.62,NA,"Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 59.6 to 48.5"
"Male","South Carolina","Quit Attempt",2005,"SC",40.9,2017,58.8,43.77,NA,"South Carolina <br> Year Range 2005 - 2017 <br> Value Change 40.9 to 58.8"
"Male","South Carolina","Want to Quit",2005,"SC",34.3,2017,52.5,53.06,NA,"South Carolina <br> Year Range 2005 - 2017 <br> Value Change 34.3 to 52.5"
"Male","South Dakota","Quit Attempt",2000,"SD",56,2003,44.5,-20.54,NA,"South Dakota <br> Year Range 2000 - 2003 <br> Value Change 56 to 44.5"
"Male","South Dakota","Want to Quit",2000,"SD",54.1,2003,43.8,-19.04,NA,"South Dakota <br> Year Range 2000 - 2003 <br> Value Change 54.1 to 43.8"
"Male","Tennessee","Quit Attempt",1999,"TN",53.7,2002,48.9,-8.94,NA,"Tennessee <br> Year Range 1999 - 2002 <br> Value Change 53.7 to 48.9"
"Male","Tennessee","Want to Quit",1999,"TN",56.4,2002,49.1,-12.94,NA,"Tennessee <br> Year Range 1999 - 2002 <br> Value Change 56.4 to 49.1"
"Male","West Virginia","Quit Attempt",2000,"WV",57,2017,68.5,20.18,NA,"West Virginia <br> Year Range 2000 - 2017 <br> Value Change 57 to 68.5"
"Male","West Virginia","Want to Quit",2000,"WV",53.5,2015,35.4,-33.83,NA,"West Virginia <br> Year Range 2000 - 2015 <br> Value Change 53.5 to 35.4"
"Male","Wisconsin","Quit Attempt",2000,"WI",54.5,2012,55.4,1.65,NA,"Wisconsin <br> Year Range 2000 - 2012 <br> Value Change 54.5 to 55.4"
"Male","Wisconsin","Want to Quit",2000,"WI",61.3,2012,41.2,-32.79,NA,"Wisconsin <br> Year Range 2000 - 2012 <br> Value Change 61.3 to 41.2"
"Overall","Alabama","Quit Attempt",2000,"AL",59.2,2016,54.7,-7.6,NA,"Alabama <br> Year Range 2000 - 2016 <br> Value Change 59.2 to 54.7"
"Overall","Alabama","Want to Quit",2000,"AL",61.8,2016,27.3,-55.83,NA,"Alabama <br> Year Range 2000 - 2016 <br> Value Change 61.8 to 27.3"
"Overall","Arizona","Quit Attempt",2003,"AZ",44,2007,48.8,10.91,NA,"Arizona <br> Year Range 2003 - 2007 <br> Value Change 44 to 48.8"
"Overall","Arizona","Want to Quit",2003,"AZ",47.2,2007,51.9,9.96,NA,"Arizona <br> Year Range 2003 - 2007 <br> Value Change 47.2 to 51.9"
"Overall","Arkansas","Quit Attempt",2000,"AR",61.5,2007,50,-18.7,NA,"Arkansas <br> Year Range 2000 - 2007 <br> Value Change 61.5 to 50"
"Overall","Arkansas","Want to Quit",2000,"AR",56.9,2010,50,-12.13,NA,"Arkansas <br> Year Range 2000 - 2010 <br> Value Change 56.9 to 50"
"Overall","Connecticut","Quit Attempt",2000,"CT",53,2015,59.6,12.45,NA,"Connecticut <br> Year Range 2000 - 2015 <br> Value Change 53 to 59.6"
"Overall","Connecticut","Want to Quit",2000,"CT",56.4,2015,38.3,-32.09,NA,"Connecticut <br> Year Range 2000 - 2015 <br> Value Change 56.4 to 38.3"
"Overall","Delaware","Quit Attempt",2000,"DE",59.7,2004,50.1,-16.08,NA,"Delaware <br> Year Range 2000 - 2004 <br> Value Change 59.7 to 50.1"
"Overall","Delaware","Want to Quit",2000,"DE",62,2016,52.3,-15.65,NA,"Delaware <br> Year Range 2000 - 2016 <br> Value Change 62 to 52.3"
"Overall","Georgia","Quit Attempt",2001,"GA",53.2,2017,63.6,19.55,NA,"Georgia <br> Year Range 2001 - 2017 <br> Value Change 53.2 to 63.6"
"Overall","Georgia","Want to Quit",2005,"GA",49.7,2015,47.1,-5.23,NA,"Georgia <br> Year Range 2005 - 2015 <br> Value Change 49.7 to 47.1"
"Overall","Hawaii","Quit Attempt",2000,"HI",71,2017,66.7,-6.06,NA,"Hawaii <br> Year Range 2000 - 2017 <br> Value Change 71 to 66.7"
"Overall","Hawaii","Want to Quit",2000,"HI",71.8,2017,52.8,-26.46,NA,"Hawaii <br> Year Range 2000 - 2017 <br> Value Change 71.8 to 52.8"
"Overall","Illinois","Quit Attempt",2002,"IL",55.9,2015,53.9,-3.58,NA,"Illinois <br> Year Range 2002 - 2015 <br> Value Change 55.9 to 53.9"
"Overall","Illinois","Want to Quit",2002,"IL",53.6,2015,45.7,-14.74,NA,"Illinois <br> Year Range 2002 - 2015 <br> Value Change 53.6 to 45.7"
"Overall","Indiana","Quit Attempt",2000,"IN",53.4,2013,62.3,16.67,NA,"Indiana <br> Year Range 2000 - 2013 <br> Value Change 53.4 to 62.3"
"Overall","Indiana","Want to Quit",2000,"IN",56.5,2013,47.7,-15.58,NA,"Indiana <br> Year Range 2000 - 2013 <br> Value Change 56.5 to 47.7"
"Overall","Iowa","Quit Attempt",2000,"IA",57.7,2006,50.7,-12.13,NA,"Iowa <br> Year Range 2000 - 2006 <br> Value Change 57.7 to 50.7"
"Overall","Iowa","Want to Quit",2000,"IA",51.4,2009,50.5,-1.75,NA,"Iowa <br> Year Range 2000 - 2009 <br> Value Change 51.4 to 50.5"
"Overall","Kansas","Quit Attempt",2000,"KS",56.2,2009,33.3,-40.75,NA,"Kansas <br> Year Range 2000 - 2009 <br> Value Change 56.2 to 33.3"
"Overall","Kansas","Want to Quit",2000,"KS",49.9,2009,44.6,-10.62,NA,"Kansas <br> Year Range 2000 - 2009 <br> Value Change 49.9 to 44.6"
"Overall","Kentucky","Quit Attempt",2000,"KY",59.7,2010,53.2,-10.89,NA,"Kentucky <br> Year Range 2000 - 2010 <br> Value Change 59.7 to 53.2"
"Overall","Kentucky","Want to Quit",2000,"KY",57.1,2010,46.1,-19.26,NA,"Kentucky <br> Year Range 2000 - 2010 <br> Value Change 57.1 to 46.1"
"Overall","Louisiana","Quit Attempt",2008,"LA",46.6,2017,57.5,23.39,NA,"Louisiana <br> Year Range 2008 - 2017 <br> Value Change 46.6 to 57.5"
"Overall","Louisiana","Want to Quit",2008,"LA",45.1,2017,64.8,43.68,NA,"Louisiana <br> Year Range 2008 - 2017 <br> Value Change 45.1 to 64.8"
"Overall","Minnesota","Quit Attempt",2000,"MN",61,2014,56.8,-6.89,NA,"Minnesota <br> Year Range 2000 - 2014 <br> Value Change 61 to 56.8"
"Overall","Minnesota","Want to Quit",2000,"MN",61,2014,42.8,-29.84,NA,"Minnesota <br> Year Range 2000 - 2014 <br> Value Change 61 to 42.8"
"Overall","Mississippi","Quit Attempt",1999,"MS",59.9,2016,68.4,14.19,NA,"Mississippi <br> Year Range 1999 - 2016 <br> Value Change 59.9 to 68.4"
"Overall","Mississippi","Want to Quit",2000,"MS",59.7,2016,46.9,-21.44,NA,"Mississippi <br> Year Range 2000 - 2016 <br> Value Change 59.7 to 46.9"
"Overall","Missouri","Quit Attempt",2003,"MO",58.7,2007,54,-8.01,NA,"Missouri <br> Year Range 2003 - 2007 <br> Value Change 58.7 to 54"
"Overall","Missouri","Want to Quit",2003,"MO",56.4,2011,47.5,-15.78,NA,"Missouri <br> Year Range 2003 - 2011 <br> Value Change 56.4 to 47.5"
"Overall","Nebraska","Quit Attempt",2000,"NE",54.3,2017,66.1,21.73,NA,"Nebraska <br> Year Range 2000 - 2017 <br> Value Change 54.3 to 66.1"
"Overall","Nebraska","Want to Quit",2000,"NE",53.6,2017,49.1,-8.4,NA,"Nebraska <br> Year Range 2000 - 2017 <br> Value Change 53.6 to 49.1"
"Overall","New Hampshire","Quit Attempt",2001,"NH",59.9,2011,48.8,-18.53,NA,"New Hampshire <br> Year Range 2001 - 2011 <br> Value Change 59.9 to 48.8"
"Overall","New Hampshire","Want to Quit",2001,"NH",57.2,2011,41.2,-27.97,NA,"New Hampshire <br> Year Range 2001 - 2011 <br> Value Change 57.2 to 41.2"
"Overall","New Jersey","Quit Attempt",1999,"NJ",48.3,2017,53.6,10.97,NA,"New Jersey <br> Year Range 1999 - 2017 <br> Value Change 48.3 to 53.6"
"Overall","New Jersey","Want to Quit",1999,"NJ",56.4,2017,40.4,-28.37,NA,"New Jersey <br> Year Range 1999 - 2017 <br> Value Change 56.4 to 40.4"
"Overall","North Carolina","Quit Attempt",1999,"NC",46.8,2015,61.6,31.62,NA,"North Carolina <br> Year Range 1999 - 2015 <br> Value Change 46.8 to 61.6"
"Overall","North Carolina","Want to Quit",1999,"NC",51.2,2015,45.2,-11.72,NA,"North Carolina <br> Year Range 1999 - 2015 <br> Value Change 51.2 to 45.2"
"Overall","North Dakota","Quit Attempt",2003,"ND",57.3,2017,55.7,-2.79,NA,"North Dakota <br> Year Range 2003 - 2017 <br> Value Change 57.3 to 55.7"
"Overall","North Dakota","Want to Quit",2003,"ND",57.6,2017,45.7,-20.66,NA,"North Dakota <br> Year Range 2003 - 2017 <br> Value Change 57.6 to 45.7"
"Overall","Ohio","Quit Attempt",2000,"OH",60.7,2017,65.2,7.41,NA,"Ohio <br> Year Range 2000 - 2017 <br> Value Change 60.7 to 65.2"
"Overall","Ohio","Want to Quit",2000,"OH",59.7,2017,52.3,-12.4,NA,"Ohio <br> Year Range 2000 - 2017 <br> Value Change 59.7 to 52.3"
"Overall","Oklahoma","Quit Attempt",1999,"OK",53.9,2005,50.3,-6.68,NA,"Oklahoma <br> Year Range 1999 - 2005 <br> Value Change 53.9 to 50.3"
"Overall","Oklahoma","Want to Quit",1999,"OK",56.2,2011,38.1,-32.21,NA,"Oklahoma <br> Year Range 1999 - 2011 <br> Value Change 56.2 to 38.1"
"Overall","Pennsylvania","Quit Attempt",2001,"PA",57.7,2015,59.8,3.64,NA,"Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 57.7 to 59.8"
"Overall","Pennsylvania","Want to Quit",2001,"PA",59.9,2015,49.3,-17.7,NA,"Pennsylvania <br> Year Range 2001 - 2015 <br> Value Change 59.9 to 49.3"
"Overall","South Carolina","Quit Attempt",2005,"SC",48.3,2017,60.3,24.84,NA,"South Carolina <br> Year Range 2005 - 2017 <br> Value Change 48.3 to 60.3"
"Overall","South Carolina","Want to Quit",2005,"SC",39.2,2017,45.9,17.09,NA,"South Carolina <br> Year Range 2005 - 2017 <br> Value Change 39.2 to 45.9"
