YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Response,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education
2017,SC,South Carolina,Smokeless Tobacco Use,User Status,Frequent,0.8,0.3,0.3,1.3,1359.0,Overall,Middle School
2017,SC,South Carolina,Smokeless Tobacco Use,User Status,Current,3.5,1.0,1.6,5.4,673.0,Male,Middle School
2017,SC,South Carolina,Smokeless Tobacco Use,User Status,Ever,12.7,2.1,8.5,16.9,672.0,Male,Middle School
2017,SC,South Carolina,Smokeless Tobacco Use,User Status,Frequent,1.5,0.5,0.5,2.5,673.0,Male,Middle School
2017,SC,South Carolina,Smokeless Tobacco Use,User Status,Current,1.4,0.5,0.5,2.3,680.0,Female,Middle School
2017,SC,South Carolina,Smokeless Tobacco Use,User Status,Ever,5.6,0.8,4.0,7.2,680.0,Female,Middle School
2017,SC,South Carolina,Smokeless Tobacco Use,User Status,Frequent,0.1,0.1,0.0,0.3,680.0,Female,Middle School
2017,SD,South Dakota,Cigarette Use,Smoking Status,Current,2.0,0.6,0.9,3.1,3160.0,Overall,Middle School
2017,SD,South Dakota,Cigarette Use,Smoking Status,Ever,9.0,1.7,5.7,12.3,3095.0,Overall,Middle School
2017,SD,South Dakota,Cigarette Use,Smoking Status,Frequent,0.2,0.1,0.1,0.3,3160.0,Overall,Middle School
2017,SD,South Dakota,Cigarette Use,Smoking Status,Current,1.8,0.5,0.9,2.7,1593.0,Male,Middle School
2017,SD,South Dakota,Cigarette Use,Smoking Status,Ever,8.6,1.4,5.8,11.4,1562.0,Male,Middle School
2017,SD,South Dakota,Cigarette Use,Smoking Status,Frequent,0.2,0.1,0.0,0.4,1593.0,Male,Middle School
2017,SD,South Dakota,Cigarette Use,Smoking Status,Current,2.3,0.8,0.8,3.8,1555.0,Female,Middle School
2017,SD,South Dakota,Cigarette Use,Smoking Status,Ever,9.4,2.0,5.4,13.4,1521.0,Female,Middle School
2017,SD,South Dakota,Cigarette Use,Smoking Status,Frequent,0.2,0.1,0.0,0.4,1555.0,Female,Middle School
2017,SD,South Dakota,Smokeless Tobacco Use,User Status,Current,2.6,0.8,1.0,4.2,3186.0,Overall,Middle School
2017,SD,South Dakota,Smokeless Tobacco Use,User Status,Ever,6.0,1.2,3.6,8.4,3145.0,Overall,Middle School
2017,SD,South Dakota,Smokeless Tobacco Use,User Status,Frequent,0.4,0.2,0.1,0.7,3186.0,Overall,Middle School
2017,SD,South Dakota,Smokeless Tobacco Use,User Status,Current,3.3,0.9,1.5,5.1,1604.0,Male,Middle School
2017,SD,South Dakota,Smokeless Tobacco Use,User Status,Ever,7.7,1.3,5.2,10.2,1570.0,Male,Middle School
2017,SD,South Dakota,Smokeless Tobacco Use,User Status,Frequent,0.5,0.2,0.1,0.9,1604.0,Male,Middle School
2017,SD,South Dakota,Smokeless Tobacco Use,User Status,Current,2.0,0.8,0.5,3.5,1563.0,Female,Middle School
2017,SD,South Dakota,Smokeless Tobacco Use,User Status,Ever,4.3,1.2,1.9,6.7,1559.0,Female,Middle School
2017,SD,South Dakota,Smokeless Tobacco Use,User Status,Frequent,0.2,0.2,0.0,0.5,1563.0,Female,Middle School
2017,WV,West Virginia,Cessation,Quit Attempt,,65.2,6.0,53.4,77.0,73.0,Overall,Middle School
2017,WV,West Virginia,Cessation,Quit Attempt,,,,,,,Male,Middle School
2017,WV,West Virginia,Cessation,Quit Attempt,,,,,,,Female,Middle School
2017,WV,West Virginia,Cigarette Use,Smoking Status,Current,4.5,0.5,3.5,5.5,2004.0,Overall,Middle School
2017,WV,West Virginia,Cigarette Use,Smoking Status,Ever,16.9,1.5,14.0,19.8,1993.0,Overall,Middle School
