YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Response,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education
2017,GA,Georgia,Cessation,Quit Attempt,,65.5,8.5,48.9,82.1,112.0,Male,High School
2017,GA,Georgia,Cessation,Quit Attempt,,54.7,11.0,34.1,75.3,63.0,Female,High School
2017,GA,Georgia,Cigarette Use,Smoking Status,Current,8.2,1.0,6.2,10.2,2583.0,Overall,High School
2017,GA,Georgia,Cigarette Use,Smoking Status,Ever,26.1,1.7,22.7,29.5,2553.0,Overall,High School
2017,GA,Georgia,Cigarette Use,Smoking Status,Frequent,1.8,0.5,0.9,2.7,2583.0,Overall,High School
2017,GA,Georgia,Cigarette Use,Smoking Status,Current,11.0,1.9,7.3,14.7,1263.0,Male,High School
2017,GA,Georgia,Cigarette Use,Smoking Status,Ever,27.9,2.0,24.0,31.8,1242.0,Male,High School
2017,GA,Georgia,Cigarette Use,Smoking Status,Frequent,2.5,0.9,0.7,4.3,1263.0,Male,High School
2017,GA,Georgia,Cigarette Use,Smoking Status,Current,4.8,0.6,3.7,5.9,1302.0,Female,High School
2017,GA,Georgia,Cigarette Use,Smoking Status,Ever,23.6,1.7,20.2,27.0,1293.0,Female,High School
2017,GA,Georgia,Cigarette Use,Smoking Status,Frequent,1.0,0.3,0.4,1.6,1302.0,Female,High School
2017,GA,Georgia,Smokeless Tobacco Use,User Status,Current,8.6,2.0,4.7,12.5,2551.0,Overall,High School
2017,GA,Georgia,Smokeless Tobacco Use,User Status,Ever,14.6,2.2,10.3,18.9,2545.0,Overall,High School
2017,GA,Georgia,Smokeless Tobacco Use,User Status,Frequent,4.7,1.6,1.5,7.9,2551.0,Overall,High School
2017,GA,Georgia,Smokeless Tobacco Use,User Status,Current,15.1,3.3,8.7,21.5,1232.0,Male,High School
2017,GA,Georgia,Smokeless Tobacco Use,User Status,Ever,22.9,3.3,16.4,29.4,1227.0,Male,High School
2017,GA,Georgia,Smokeless Tobacco Use,User Status,Frequent,8.6,2.6,3.5,13.7,1232.0,Male,High School
2017,GA,Georgia,Smokeless Tobacco Use,User Status,Current,1.7,0.5,0.7,2.7,1298.0,Female,High School
2017,GA,Georgia,Smokeless Tobacco Use,User Status,Ever,5.8,1.0,3.8,7.8,1297.0,Female,High School
2017,GA,Georgia,Smokeless Tobacco Use,User Status,Frequent,0.2,0.1,0.0,0.4,1298.0,Female,High School
2017,HI,Hawaii,Cessation,Want to Quit,,52.8,6.8,39.5,66.1,88.0,Overall,High School
2017,HI,Hawaii,Cessation,Want to Quit,,,,,,,Male,High School
2017,HI,Hawaii,Cessation,Want to Quit,,,,,,,Female,High School
2017,HI,Hawaii,Cessation,Quit Attempt,,66.7,7.1,52.7,80.7,96.0,Overall,High School
2017,HI,Hawaii,Cessation,Quit Attempt,,61.4,8.4,44.9,77.9,50.0,Male,High School
2017,HI,Hawaii,Cessation,Quit Attempt,,,,,,,Female,High School
2017,HI,Hawaii,Cigarette Use,Smoking Status,Current,6.0,0.8,4.4,7.6,1889.0,Overall,High School
2017,HI,Hawaii,Cigarette Use,Smoking Status,Ever,20.8,1.7,17.4,24.2,1841.0,Overall,High School
2017,HI,Hawaii,Cigarette Use,Smoking Status,Frequent,1.6,0.4,0.9,2.3,1889.0,Overall,High School
2017,HI,Hawaii,Cigarette Use,Smoking Status,Current,6.2,1.1,4.0,8.4,915.0,Male,High School
2017,HI,Hawaii,Cigarette Use,Smoking Status,Ever,21.6,2.3,17.1,26.1,888.0,Male,High School
2017,HI,Hawaii,Cigarette Use,Smoking Status,Frequent,1.8,0.3,1.2,2.4,915.0,Male,High School
2017,HI,Hawaii,Cigarette Use,Smoking Status,Current,5.9,1.1,3.8,8.0,961.0,Female,High School
2017,HI,Hawaii,Cigarette Use,Smoking Status,Ever,20.2,1.6,17.0,23.4,945.0,Female,High School
2017,HI,Hawaii,Cigarette Use,Smoking Status,Frequent,1.5,0.6,0.4,2.6,961.0,Female,High School
2017,HI,Hawaii,Smokeless Tobacco Use,User Status,Current,3.2,0.4,2.4,4.0,1880.0,Overall,High School
2017,HI,Hawaii,Smokeless Tobacco Use,User Status,Frequent,1.0,0.3,0.4,1.6,1880.0,Overall,High School
2017,HI,Hawaii,Smokeless Tobacco Use,User Status,Current,4.5,0.7,3.2,5.8,913.0,Male,High School
2017,HI,Hawaii,Smokeless Tobacco Use,User Status,Frequent,1.7,0.6,0.5,2.9,913.0,Male,High School
2017,HI,Hawaii,Smokeless Tobacco Use,User Status,Current,1.9,0.5,0.9,2.9,955.0,Female,High School
2017,HI,Hawaii,Smokeless Tobacco Use,User Status,Frequent,0.4,0.2,0.0,0.8,955.0,Female,High School
2017,LA,Louisiana,Cessation,Want to Quit,,64.8,8.8,47.5,82.1,91.0,Overall,High School
2017,LA,Louisiana,Cessation,Want to Quit,,,,,,,Male,High School
2017,LA,Louisiana,Cessation,Want to Quit,,71.8,6.4,59.2,84.4,54.0,Female,High School
2017,LA,Louisiana,Cessation,Quit Attempt,,57.5,6.6,44.6,70.4,96.0,Overall,High School
2017,LA,Louisiana,Cessation,Quit Attempt,,,,,,,Male,High School
2017,LA,Louisiana,Cessation,Quit Attempt,,61.3,5.4,50.7,71.9,55.0,Female,High School
2017,LA,Louisiana,Cigarette Use,Smoking Status,Current,13.5,3.2,7.2,19.8,1053.0,Overall,High School
2017,LA,Louisiana,Cigarette Use,Smoking Status,Ever,35.6,4.5,26.8,44.4,1034.0,Overall,High School
2017,LA,Louisiana,Cigarette Use,Smoking Status,Frequent,4.0,1.8,0.5,7.5,1053.0,Overall,High School
2017,LA,Louisiana,Cigarette Use,Smoking Status,Current,14.5,3.1,8.4,20.6,462.0,Male,High School
2017,LA,Louisiana,Cigarette Use,Smoking Status,Ever,38.6,5.1,28.6,48.6,449.0,Male,High School
2017,LA,Louisiana,Cigarette Use,Smoking Status,Frequent,4.7,2.0,0.8,8.6,462.0,Male,High School
2017,LA,Louisiana,Cigarette Use,Smoking Status,Current,12.5,3.6,5.5,19.5,589.0,Female,High School
2017,LA,Louisiana,Cigarette Use,Smoking Status,Ever,32.8,4.6,23.7,41.9,583.0,Female,High School
2017,LA,Louisiana,Cigarette Use,Smoking Status,Frequent,3.1,1.5,0.2,6.0,589.0,Female,High School
2017,LA,Louisiana,Smokeless Tobacco Use,User Status,Current,9.6,1.7,6.2,13.0,1061.0,Overall,High School
2017,LA,Louisiana,Smokeless Tobacco Use,User Status,Ever,20.9,2.3,16.3,25.5,1073.0,Overall,High School
2017,LA,Louisiana,Smokeless Tobacco Use,User Status,Frequent,3.5,0.9,1.8,5.2,1061.0,Overall,High School
2017,LA,Louisiana,Smokeless Tobacco Use,User Status,Current,18.0,3.2,11.7,24.3,465.0,Male,High School
2017,LA,Louisiana,Smokeless Tobacco Use,User Status,Ever,31.8,3.7,24.6,39.0,473.0,Male,High School
2017,LA,Louisiana,Smokeless Tobacco Use,User Status,Frequent,7.2,1.8,3.6,10.8,465.0,Male,High School
2017,LA,Louisiana,Smokeless Tobacco Use,User Status,Current,1.8,0.9,0.1,3.5,591.0,Female,High School
2017,LA,Louisiana,Smokeless Tobacco Use,User Status,Ever,10.8,1.9,7.1,14.5,595.0,Female,High School
2017,LA,Louisiana,Smokeless Tobacco Use,User Status,Frequent,0.0,0.0,0.0,0.0,591.0,Female,High School
2017,MN,Minnesota,Cigarette Use,Smoking Status,Current,9.6,1.7,6.3,12.9,2204.0,Overall,High School
2017,MN,Minnesota,Cigarette Use,Smoking Status,Ever,28.1,3.1,22.0,34.2,2194.0,Overall,High School
2017,MN,Minnesota,Cigarette Use,Smoking Status,Frequent,3.0,0.8,1.4,4.6,2204.0,Overall,High School
2017,MN,Minnesota,Cigarette Use,Smoking Status,Current,10.1,1.7,6.7,13.5,1098.0,Male,High School
2017,MN,Minnesota,Cigarette Use,Smoking Status,Ever,28.8,2.7,23.6,34.0,1096.0,Male,High School
2017,MN,Minnesota,Cigarette Use,Smoking Status,Frequent,3.6,1.0,1.7,5.5,1098.0,Male,High School
2017,MN,Minnesota,Cigarette Use,Smoking Status,Current,8.6,1.9,4.8,12.4,1085.0,Female,High School
2017,MN,Minnesota,Cigarette Use,Smoking Status,Ever,27.0,4.0,19.1,34.9,1080.0,Female,High School
2017,MN,Minnesota,Cigarette Use,Smoking Status,Frequent,2.3,0.8,0.7,3.9,1085.0,Female,High School
2017,MN,Minnesota,Smokeless Tobacco Use,User Status,Current,6.0,1.0,4.1,7.9,2222.0,Overall,High School
2017,MN,Minnesota,Smokeless Tobacco Use,User Status,Ever,12.8,1.7,9.4,16.2,2218.0,Overall,High School
2017,MN,Minnesota,Smokeless Tobacco Use,User Status,Frequent,2.0,0.7,0.7,3.3,2222.0,Overall,High School
2017,MN,Minnesota,Smokeless Tobacco Use,User Status,Current,9.9,1.8,6.3,13.5,1112.0,Male,High School
2017,MN,Minnesota,Smokeless Tobacco Use,User Status,Ever,19.0,2.6,13.9,24.1,1110.0,Male,High School
2017,MN,Minnesota,Smokeless Tobacco Use,User Status,Frequent,3.6,1.3,1.1,6.1,1112.0,Male,High School
2017,MN,Minnesota,Smokeless Tobacco Use,User Status,Current,1.8,0.4,1.0,2.6,1083.0,Female,High School
2017,MN,Minnesota,Smokeless Tobacco Use,User Status,Ever,6.1,1.2,3.8,8.4,1082.0,Female,High School
2017,MN,Minnesota,Smokeless Tobacco Use,User Status,Frequent,0.2,0.1,0.0,0.4,1083.0,Female,High School
2017,MS,Mississippi,Cigarette Use,Smoking Status,Current,7.2,1.0,5.3,9.1,1810.0,Overall,High School
2017,MS,Mississippi,Cigarette Use,Smoking Status,Ever,32.9,2.0,28.9,36.9,1726.0,Overall,High School
2017,MS,Mississippi,Cigarette Use,Smoking Status,Frequent,1.7,0.4,1.0,2.4,1810.0,Overall,High School
2017,MS,Mississippi,Cigarette Use,Smoking Status,Current,8.2,1.0,6.2,10.2,906.0,Male,High School
2017,MS,Mississippi,Cigarette Use,Smoking Status,Ever,32.7,2.7,27.5,37.9,853.0,Male,High School
2017,MS,Mississippi,Cigarette Use,Smoking Status,Frequent,1.8,0.5,0.9,2.7,906.0,Male,High School
2017,MS,Mississippi,Cigarette Use,Smoking Status,Current,6.2,1.1,4.1,8.3,888.0,Female,High School
2017,MS,Mississippi,Cigarette Use,Smoking Status,Ever,33.6,2.2,29.3,37.9,856.0,Female,High School
2017,MS,Mississippi,Cigarette Use,Smoking Status,Frequent,1.8,0.5,0.9,2.7,888.0,Female,High School
2017,MS,Mississippi,Smokeless Tobacco Use,User Status,Current,6.6,0.8,5.1,8.1,1860.0,Overall,High School
2017,MS,Mississippi,Smokeless Tobacco Use,User Status,Ever,15.0,1.6,11.8,18.2,1822.0,Overall,High School
2017,MS,Mississippi,Smokeless Tobacco Use,User Status,Frequent,2.8,0.5,1.8,3.8,1860.0,Overall,High School
2017,MS,Mississippi,Smokeless Tobacco Use,User Status,Current,10.2,1.3,7.6,12.8,925.0,Male,High School
2017,MS,Mississippi,Smokeless Tobacco Use,User Status,Ever,21.2,2.8,15.7,26.7,912.0,Male,High School
2017,MS,Mississippi,Smokeless Tobacco Use,User Status,Frequent,4.6,0.9,2.8,6.4,925.0,Male,High School
2017,MS,Mississippi,Smokeless Tobacco Use,User Status,Current,3.1,0.9,1.4,4.8,916.0,Female,High School
2017,MS,Mississippi,Smokeless Tobacco Use,User Status,Ever,9.1,1.4,6.3,11.9,892.0,Female,High School
2017,MS,Mississippi,Smokeless Tobacco Use,User Status,Frequent,1.2,0.4,0.4,2.0,916.0,Female,High School
2017,NE,Nebraska,Cessation,Want to Quit,,49.3,5.4,38.8,59.8,67.0,Male,High School
2017,NE,Nebraska,Cessation,Want to Quit,,49.1,5.1,39.1,59.1,122.0,Overall,High School
2017,NE,Nebraska,Cessation,Want to Quit,,47.3,9.0,29.6,65.0,53.0,Female,High School
2017,NE,Nebraska,Cessation,Quit Attempt,,66.1,5.7,55.0,77.2,123.0,Overall,High School
2017,NE,Nebraska,Cessation,Quit Attempt,,71.7,6.2,59.6,83.8,67.0,Male,High School
2017,NE,Nebraska,Cessation,Quit Attempt,,60.6,10.0,40.8,80.4,53.0,Female,High School
2017,NE,Nebraska,Cigarette Use,Smoking Status,Current,7.2,0.9,5.4,9.0,2278.0,Overall,High School
2017,NE,Nebraska,Cigarette Use,Smoking Status,Ever,24.3,1.4,21.5,27.1,2224.0,Overall,High School
2017,NE,Nebraska,Cigarette Use,Smoking Status,Frequent,2.4,0.5,1.5,3.3,2278.0,Overall,High School
2017,NE,Nebraska,Cigarette Use,Smoking Status,Current,8.1,1.1,6.0,10.2,1123.0,Male,High School
2017,NE,Nebraska,Cigarette Use,Smoking Status,Ever,26.5,2.0,22.6,30.4,1106.0,Male,High School
2017,NE,Nebraska,Cigarette Use,Smoking Status,Frequent,2.9,0.6,1.8,4.0,1123.0,Male,High School
2017,NE,Nebraska,Cigarette Use,Smoking Status,Current,6.2,1.0,4.3,8.1,1127.0,Female,High School
2017,NE,Nebraska,Cigarette Use,Smoking Status,Ever,21.6,1.3,19.1,24.1,1108.0,Female,High School
2017,NE,Nebraska,Cigarette Use,Smoking Status,Frequent,1.6,0.4,0.8,2.4,1127.0,Female,High School
2017,NE,Nebraska,Smokeless Tobacco Use,User Status,Current,5.3,0.6,4.1,6.5,2306.0,Overall,High School
2017,NE,Nebraska,Smokeless Tobacco Use,User Status,Ever,11.6,1.1,9.5,13.7,2284.0,Overall,High School
2017,NE,Nebraska,Smokeless Tobacco Use,User Status,Frequent,1.5,0.4,0.8,2.2,2306.0,Overall,High School
2017,NE,Nebraska,Smokeless Tobacco Use,User Status,Current,9.0,0.9,7.3,10.7,1139.0,Male,High School
2017,NE,Nebraska,Smokeless Tobacco Use,User Status,Ever,17.4,1.3,14.8,20.0,1130.0,Male,High School
2017,NE,Nebraska,Smokeless Tobacco Use,User Status,Frequent,2.8,0.7,1.4,4.2,1139.0,Male,High School
2017,NE,Nebraska,Smokeless Tobacco Use,User Status,Current,1.5,0.7,0.2,2.8,1140.0,Female,High School
2017,NE,Nebraska,Smokeless Tobacco Use,User Status,Ever,5.4,1.2,3.0,7.8,1132.0,Female,High School
2017,NE,Nebraska,Smokeless Tobacco Use,User Status,Frequent,0.2,0.2,0.0,0.5,1140.0,Female,High School
2017,NJ,New Jersey,Cessation,Want to Quit,,40.4,4.0,32.6,48.2,110.0,Overall,High School
2017,NJ,New Jersey,Cessation,Want to Quit,,36.7,4.4,28.0,45.4,70.0,Male,High School
2017,NJ,New Jersey,Cessation,Want to Quit,,,,,,,Female,High School
2017,NJ,New Jersey,Cessation,Quit Attempt,,53.6,7.9,38.2,69.0,130.0,Overall,High School
2017,NJ,New Jersey,Cessation,Quit Attempt,,55.6,9.5,37.0,74.2,77.0,Male,High School
2017,NJ,New Jersey,Cessation,Quit Attempt,,48.7,7.4,34.1,63.3,52.0,Female,High School
2017,NJ,New Jersey,Cigarette Use,Smoking Status,Current,4.7,0.5,3.8,5.6,3490.0,Overall,High School
2017,NJ,New Jersey,Cigarette Use,Smoking Status,Ever,17.4,1.4,14.7,20.1,3441.0,Overall,High School
2017,NJ,New Jersey,Cigarette Use,Smoking Status,Frequent,0.7,0.1,0.5,0.9,3490.0,Overall,High School
2017,NJ,New Jersey,Cigarette Use,Smoking Status,Current,5.8,0.9,4.1,7.5,1634.0,Male,High School
2017,NJ,New Jersey,Cigarette Use,Smoking Status,Ever,18.2,1.4,15.5,20.9,1602.0,Male,High School
2017,NJ,New Jersey,Cigarette Use,Smoking Status,Frequent,1.1,0.2,0.7,1.5,1634.0,Male,High School
2017,NJ,New Jersey,Cigarette Use,Smoking Status,Current,3.4,0.6,2.3,4.5,1845.0,Female,High School
2017,NJ,New Jersey,Cigarette Use,Smoking Status,Ever,16.5,1.9,12.7,20.3,1830.0,Female,High School
2017,NJ,New Jersey,Cigarette Use,Smoking Status,Frequent,0.3,0.1,0.1,0.5,1845.0,Female,High School
2017,NJ,New Jersey,Smokeless Tobacco Use,User Status,Current,2.9,0.4,2.2,3.6,3512.0,Overall,High School
2017,NJ,New Jersey,Smokeless Tobacco Use,User Status,Ever,7.1,0.6,5.9,8.3,3495.0,Overall,High School
2017,NJ,New Jersey,Smokeless Tobacco Use,User Status,Frequent,0.6,0.2,0.2,1.0,3512.0,Overall,High School
2017,NJ,New Jersey,Smokeless Tobacco Use,User Status,Current,5.1,0.7,3.7,6.5,1648.0,Male,High School
2017,NJ,New Jersey,Smokeless Tobacco Use,User Status,Ever,10.7,1.0,8.7,12.7,1644.0,Male,High School
2017,NJ,New Jersey,Smokeless Tobacco Use,User Status,Frequent,1.1,0.4,0.4,1.8,1648.0,Male,High School
2017,NJ,New Jersey,Smokeless Tobacco Use,User Status,Current,0.8,0.2,0.5,1.1,1854.0,Female,High School
2017,NJ,New Jersey,Smokeless Tobacco Use,User Status,Ever,3.4,0.5,2.5,4.3,1840.0,Female,High School
2017,NJ,New Jersey,Smokeless Tobacco Use,User Status,Frequent,0.1,0.1,0.0,0.3,1854.0,Female,High School
2017,NC,North Carolina,Cigarette Use,Smoking Status,Current,8.9,0.7,7.5,10.3,3050.0,Overall,High School
2017,NC,North Carolina,Cigarette Use,Smoking Status,Ever,26.3,2.0,22.4,30.2,3066.0,Overall,High School
2017,NC,North Carolina,Cigarette Use,Smoking Status,Frequent,2.0,0.4,1.2,2.8,3050.0,Overall,High School
2017,NC,North Carolina,Cigarette Use,Smoking Status,Current,9.9,1.1,7.7,12.1,1550.0,Male,High School
2017,NC,North Carolina,Cigarette Use,Smoking Status,Ever,28.6,2.4,23.9,33.3,1562.0,Male,High School
2017,NC,North Carolina,Cigarette Use,Smoking Status,Frequent,2.3,0.5,1.4,3.2,1550.0,Male,High School
2017,NC,North Carolina,Cigarette Use,Smoking Status,Current,7.8,0.8,6.3,9.3,1495.0,Female,High School
2017,NC,North Carolina,Cigarette Use,Smoking Status,Ever,23.9,1.9,20.1,27.7,1499.0,Female,High School
2017,NC,North Carolina,Cigarette Use,Smoking Status,Frequent,1.6,0.5,0.7,2.5,1495.0,Female,High School
2017,NC,North Carolina,Smokeless Tobacco Use,User Status,Current,6.3,1.0,4.4,8.2,3094.0,Overall,High School
2017,NC,North Carolina,Smokeless Tobacco Use,User Status,Ever,14.3,1.4,11.6,17.0,3073.0,Overall,High School
2017,NC,North Carolina,Smokeless Tobacco Use,User Status,Frequent,2.3,0.5,1.3,3.3,3094.0,Overall,High School
2017,NC,North Carolina,Smokeless Tobacco Use,User Status,Current,10.4,1.6,7.2,13.6,1578.0,Male,High School
2017,NC,North Carolina,Smokeless Tobacco Use,User Status,Ever,20.7,2.7,15.5,25.9,1567.0,Male,High School
2017,NC,North Carolina,Smokeless Tobacco Use,User Status,Frequent,4.2,1.0,2.3,6.1,1578.0,Male,High School
2017,NC,North Carolina,Smokeless Tobacco Use,User Status,Current,2.0,0.5,1.0,3.0,1510.0,Female,High School
2017,NC,North Carolina,Smokeless Tobacco Use,User Status,Ever,7.6,0.7,6.3,8.9,1500.0,Female,High School
2017,NC,North Carolina,Smokeless Tobacco Use,User Status,Frequent,0.4,0.2,0.0,0.8,1510.0,Female,High School
2017,ND,North Dakota,Cessation,Want to Quit,,45.7,5.9,34.2,57.2,114.0,Overall,High School
2017,ND,North Dakota,Cessation,Want to Quit,,52.4,10.0,32.1,72.7,50.0,Male,High School
2017,ND,North Dakota,Cessation,Want to Quit,,40.8,6.9,27.3,54.3,63.0,Female,High School
2017,ND,North Dakota,Cessation,Quit Attempt,,55.7,4.0,47.9,63.5,130.0,Overall,High School
2017,ND,North Dakota,Cessation,Quit Attempt,,59.7,6.2,47.5,71.9,56.0,Male,High School
2017,ND,North Dakota,Cessation,Quit Attempt,,52.7,5.8,41.4,64.0,73.0,Female,High School
2017,ND,North Dakota,Cigarette Use,Smoking Status,Current,9.0,1.0,7.1,10.9,1908.0,Overall,High School
2017,ND,North Dakota,Cigarette Use,Smoking Status,Ever,30.8,1.7,27.4,34.2,1870.0,Overall,High School
2017,ND,North Dakota,Cigarette Use,Smoking Status,Frequent,2.4,0.6,1.3,3.5,1908.0,Overall,High School
2017,ND,North Dakota,Cigarette Use,Smoking Status,Current,8.4,1.1,6.2,10.6,950.0,Male,High School
2017,ND,North Dakota,Cigarette Use,Smoking Status,Ever,31.1,1.9,27.3,34.9,931.0,Male,High School
2017,ND,North Dakota,Cigarette Use,Smoking Status,Frequent,1.9,0.6,0.8,3.0,950.0,Male,High School
2017,ND,North Dakota,Cigarette Use,Smoking Status,Current,9.5,1.2,7.1,11.9,946.0,Female,High School
2017,ND,North Dakota,Cigarette Use,Smoking Status,Ever,30.3,2.3,25.8,34.8,930.0,Female,High School
2017,ND,North Dakota,Cigarette Use,Smoking Status,Frequent,2.9,0.8,1.4,4.4,946.0,Female,High School
2017,ND,North Dakota,Smokeless Tobacco Use,User Status,Current,7.1,0.9,5.4,8.8,1927.0,Overall,High School
2017,ND,North Dakota,Smokeless Tobacco Use,User Status,Ever,17.9,1.3,15.4,20.4,1920.0,Overall,High School
2017,ND,North Dakota,Smokeless Tobacco Use,User Status,Frequent,3.0,0.5,2.0,4.0,1927.0,Overall,High School
2017,ND,North Dakota,Smokeless Tobacco Use,User Status,Current,11.7,1.5,8.8,14.6,960.0,Male,High School
2017,ND,North Dakota,Smokeless Tobacco Use,User Status,Ever,24.9,1.8,21.3,28.5,958.0,Male,High School
2017,ND,North Dakota,Smokeless Tobacco Use,User Status,Frequent,4.8,0.9,3.1,6.5,960.0,Male,High School
2017,ND,North Dakota,Smokeless Tobacco Use,User Status,Current,2.2,0.6,1.0,3.4,954.0,Female,High School
2017,ND,North Dakota,Smokeless Tobacco Use,User Status,Ever,10.4,1.3,7.8,13.0,950.0,Female,High School
2017,ND,North Dakota,Smokeless Tobacco Use,User Status,Frequent,1.1,0.5,0.2,2.0,954.0,Female,High School
2017,OH,Ohio,Cessation,Want to Quit,,52.3,8.7,35.2,69.4,64.0,Overall,High School
2017,OH,Ohio,Cessation,Want to Quit,,,,,,,Male,High School
2017,OH,Ohio,Cessation,Want to Quit,,,,,,,Female,High School
2017,OH,Ohio,Cessation,Quit Attempt,,65.2,6.1,53.2,77.2,66.0,Overall,High School
2017,OH,Ohio,Cessation,Quit Attempt,,,,,,,Male,High School
2017,OH,Ohio,Cessation,Quit Attempt,,,,,,,Female,High School
2017,OH,Ohio,Cigarette Use,Smoking Status,Current,8.4,1.3,5.9,10.9,1019.0,Overall,High School
2017,OH,Ohio,Cigarette Use,Smoking Status,Ever,25.2,2.2,20.9,29.5,986.0,Overall,High School
2017,OH,Ohio,Cigarette Use,Smoking Status,Frequent,2.8,0.8,1.3,4.3,1019.0,Overall,High School
2017,OH,Ohio,Cigarette Use,Smoking Status,Current,10.5,1.7,7.2,13.8,562.0,Male,High School
2017,OH,Ohio,Cigarette Use,Smoking Status,Ever,27.3,2.4,22.6,32.0,536.0,Male,High School
2017,OH,Ohio,Cigarette Use,Smoking Status,Frequent,3.7,1.3,1.1,6.3,562.0,Male,High School
2017,OH,Ohio,Cigarette Use,Smoking Status,Current,6.4,1.4,3.7,9.1,446.0,Female,High School
2017,OH,Ohio,Cigarette Use,Smoking Status,Ever,22.8,2.6,17.8,27.8,438.0,Female,High School
2017,OH,Ohio,Cigarette Use,Smoking Status,Frequent,1.9,0.8,0.4,3.4,446.0,Female,High School
2017,OH,Ohio,Smokeless Tobacco Use,User Status,Current,4.6,0.8,3.1,6.1,1025.0,Overall,High School
2017,OH,Ohio,Smokeless Tobacco Use,User Status,Ever,10.7,1.3,8.1,13.3,1018.0,Overall,High School
2017,OH,Ohio,Smokeless Tobacco Use,User Status,Frequent,1.8,0.6,0.7,2.9,1025.0,Overall,High School
2017,OH,Ohio,Smokeless Tobacco Use,User Status,Current,8.0,1.3,5.4,10.6,561.0,Male,High School
2017,OH,Ohio,Smokeless Tobacco Use,User Status,Ever,16.3,1.8,12.7,19.9,557.0,Male,High School
2017,OH,Ohio,Smokeless Tobacco Use,User Status,Frequent,2.9,1.0,0.9,4.9,561.0,Male,High School
2017,OH,Ohio,Smokeless Tobacco Use,User Status,Current,1.1,0.4,0.3,1.9,452.0,Female,High School
2017,OH,Ohio,Smokeless Tobacco Use,User Status,Ever,5.0,1.2,2.6,7.4,448.0,Female,High School
2017,OH,Ohio,Smokeless Tobacco Use,User Status,Frequent,0.7,0.3,0.1,1.3,452.0,Female,High School
2017,SC,South Carolina,Cessation,Want to Quit,,45.9,6.4,33.3,58.5,122.0,Overall,High School
2017,SC,South Carolina,Cessation,Want to Quit,,52.5,8.7,35.4,69.6,70.0,Male,High School
2017,SC,South Carolina,Cessation,Want to Quit,,37.6,7.0,23.8,51.4,52.0,Female,High School
2017,SC,South Carolina,Cessation,Quit Attempt,,60.3,6.0,48.6,72.0,134.0,Overall,High School
2017,SC,South Carolina,Cessation,Quit Attempt,,58.8,8.3,42.6,75.0,75.0,Male,High School
2017,SC,South Carolina,Cessation,Quit Attempt,,62.0,6.7,48.9,75.1,59.0,Female,High School
